client_name,client_version,client_previous_version,client_timestamp,client_previous_timestamp,dependency_name,dependency_version_range,dependency_previous_version_range,dependency_resolved_version,dependency_previous_resolved_version,resources_client, first_round_codes,codes,causes,how_downgrade,quotes
react-native,0.9.0-rc,0.8.0,2015-08-01T01:31:28.732Z,2015-07-24T22:19:14.165Z,babel-core,5.6.4,^5.6.11,5.6.4,5.8.5,"https://github.com/facebook/react-native/commit/58a403d3c8f8b9ce1fae765d677fd535e6a9a11c, https://github.com/facebook/react-native/commit/757d6d204ae2d743634af64e3f78a4aad9d53f70","remove operator, choose specific provider, incompatibility with internal version ","Temporary change, Specify provider to downgrade, Recover from breaking change","Breaking change, Development-time breaking change",,"""Currently minor version babel updates add and remove transforms, but internal version is checked in and pinned to 5.6.4. Until we figure out how to update internal deps systematically, we need to make sure OSS edition of RN matches internal, otherwise we get test failures due to package version mismatches."""
postcss-image-inliner,1.0.0,0.3.1,2016-09-02T21:29:51.391Z,2016-05-10T04:37:00.952Z,lodash.escaperegexp,4.0.0,^4.0.0,4.0.0,4.1.1,https://github.com/bezoerb/postcss-image-inliner/commit/f75436bd6f5233fef0b10aa2eaa4d870d10dd202,"remove operator, change a batch of dependencies once, lock almost all dependencies",Change providers with same prefix on name,,,"""bump deps"""
aurelia-orm,2.2.0,2.1.0,2016-03-04T23:24:10.272Z,2016-02-24T08:48:16.332Z,karma-babel-preprocessor,^5.2.2,^6.0.1,5.2.2,6.0.1,https://github.com/SpoonX/aurelia-orm/commit/afc302a95be96e093bfb453ab6c17e21ff2e04a3,"choose specific provider, choose specific range, make compatible with other dependencies","Refactor code, Change configuration",,,"""dependency update aligned dev packages with other spoonx/aurelia-, … removed unused watch task"""
form-urlencoded,0.1.8,0.1.7,2016-01-07T09:24:39.127Z,2016-01-07T08:55:09.463Z,qs,0.6.5,>=0.6.5,0.6.5,6.0.1,https://github.com/iambumblehead/form-urlencoded/commit/eedbae540cb11518a5a52d4c9e016145016caffe,"choose specific provider, choose specific target version, compatible with es5",Specify provider to downgrade,,,"""use es5 version of qs"""
css-vendor,0.3.8,0.3.7,2016-11-17T00:08:55.169Z,2016-10-31T13:36:32.895Z,eslint-config-jss,^1.1.0,^2.4.0,1.1.0,2.4.0,https://github.com/cssinjs/css-vendor/commit/cc93918bb7687e729ce95bc4e429bca75cf4ffea,"add providers while downgrading, choose specific range, choose specific providers, choose providers with same prefix on name, make tests work","Add new test, Change providers with same prefix on name",,,"""migrate tests"""
knockout-spa,3.9.0,3.8.7,2016-06-22T04:54:19.130Z,2016-06-07T20:43:38.857Z,cytoscape,2.6.12,2.7.0,2.6.12,2.7.0,https://github.com/onlyurei/knockout-spa/commit/7f49b54f4d21f1e84d2474350e900314e352f8d9,"upgrade while downgrade, choose specific provider, choose specific version",No specific factor,,,"""NPM dependencies updates."""
spectral-workbench,0.0.9,0.0.8,2016-04-26T19:33:08.592Z,2016-04-16T21:38:41.768Z,d3,~3.3.13,~3.4.4,3.3.13,3.4.13,https://github.com/publiclab/spectral-workbench.js/commit/591c8553632057f5e274da3b1e25357646b9afab,"choose specific provider, choose specific range, fix, tooltip fix",Fix unspecified issue,,,"""further modularization of CSS selector: resolves tooltip issue; nvd3/d3 version fix in bower.json, version updates to bower.json and package.json"""
mydatepicker,1.4.0,1.3.0,2017-01-26T13:39:16.096Z,2017-01-24T14:35:00.680Z,karma,1.3.0,^1.3.0,1.3.0,1.4.0,https://github.com/kekeh/mydatepicker/commit/025322728fec9a22a1f65773c95e7b35d9478a98,"remove operator, change a batch of dependencies once, change dependencies with same prefix on name","Change providers with same prefix on name, Refactor code",,,"""Restructure npm package."""
ghost,0.5.5,0.5.4,2014-11-19T10:52:53.313Z,2014-11-18T14:13:44.899Z,mysql,2.1.1,2.5.2,2.1.1,2.5.2,https://github.com/TryGhost/Ghost/commit/1f17d5b2fd44dfa475051faa333e2c5ac10abe0c,"choose specific provider, choose specific target version, charset handling","Fix unspecified issue, Specify provider to downgrade, Temporary change",Unexpected behaviour,,"""Reverting mysql to 2.1.1: - Unfortunately mysql has changed the way it handles the charset setting such that it now causes encoding issues on many setups where 'utf8' is apparently not the correct setting. - We need to revert this upgrade until the issue is fixed or we have a way to handle it nicely for our users."""
pulldown,1.1.0,1.0.4,2014-06-22T17:17:11.959Z,2013-09-16T10:25:13.625Z,chalk,0.2.0,~0.2.0,0.2.0,0.2.1,https://github.com/jackfranklin/pulldown/commit/c52b183149080f08cc09c336c99676fb9b23c4e5,"remove operator, change a batch of dependencies once, lock all dependencies, node incompatibility",Change providers with same prefix on name,,,"""lock version numbers"""
dashing,0.3.7,0.3.6,2015-12-14T03:16:35.124Z,2015-12-10T14:55:30.658Z,gulp-strip-comments,1.0.1,latest,1.0.1,1.1.1,https://github.com/stanleyxu2005/dashing/commit/6997fdd7741ec44562bbe53051cb529b10414b9e,"bug fix, breaking change, from * to specific version, choose specific provider","Recover from breaking change, Specify provider to downgrade","Breaking change, Run-time breaking change",,"""bugfix: gulp-strip-comment 1.1.1 is broken. force to use an old version. how can a strip comment plugin be so buggy…"""
gryd,0.3.9,0.3.8,2015-02-23T16:00:39.382Z,2015-01-07T19:19:50.566Z,mongoose,3.8.23,^3.8.18,3.8.23,3.9.7,https://github.com/ablankenship10/gryd/commit/590d4af5d25aa76c318e13907bbb96950fd88743,"choose specific provider, choose specific target version, pin to stable version","Change configuration, Specify provider to downgrade, Add new provider(s)",,,"""Added gryd config to init output. Forced mongoose to stable version"""
ensime-client,0.3.1,0.3.0,2016-03-31T13:17:11.845Z,2016-03-21T10:52:02.006Z,chokidar,1.0.6,^1.4.3,1.0.6,1.4.3,https://github.com/ensime/ensime-node/commit/c7197bee72e39dbc211bfd6d373caa9a71dde45b,"incompatibility between providers, choose specific provider, choose specific version","Specify provider to downgrade, Remove some provider(s)","Incompatibilities, Other providers",,"""backed up to old version of chokidar before fsevents 1.0.0"""
thumbd,2.4.0,2.3.0,2014-04-20T19:40:28.916Z,2014-01-03T08:36:16.704Z,sinon,~1.6.0,>=1.6.0,1.6.0,1.7.3,https://github.com/bcoe/thumbd/commit/b889882ce905022a924fb67b9afa580289c0e192,"change >= by ~, change all dependencies, problem with one dependency makes downgrading all dependency","Specify provider to downgrade, Fix bug",Unexpected behaviour,,"""knox was not handling alternative regions properly."""
grunt-galenframework,2.3.2-1,2.3.1-2,2017-02-09T15:55:15.113Z,2016-11-10T05:26:36.865Z,grunt-cli,0.1.13,^1.2.0,0.1.13,1.2.0,"https://github.com/hypery2k/grunt-galenframework/commit/3d27b7b75b0a18d94a0a868b2e27d665da8cac42, https://github.com/hypery2k/grunt-galenframework/commit/2a315f87278f4bf54638d2ab7ed58ab304a64fad","choose specific provider, choose specific target version, remove operator, choose dependencies with same prefix on name, update one provider and needs to change others",Fix incompatibility,,,"""feat(galen): Use newer galen"""
ucoin,0.11.12,0.11.11,2015-06-30T21:31:45.318Z,2015-06-13T15:57:24.657Z,eslint,0.21.1,^0.21.1,0.21.1,0.21.2,https://github.com/duniter/duniter/commit/3e7336d747d38c968dc376ac4e7237cd934505d5,"fix, choose specific provider, choose specific target version, choose providers with same prefix on name",Fix bug,,,"""Fix #85: block not found should return HTTP 404"""
altair.io,0.5.2,0.5.1,2016-02-26T16:49:47.330Z,2016-02-26T15:58:03.584Z,mongodb,2.0.48,>=2.0.x,2.0.48,2.0.55,https://github.com/liquidg3/altair/commit/10115c2b5a97d8a74c48dc0e510dd8e33b7197b1,"remove operator, lock all dependencies, choose specific version, fix issue",Fix unspecified issue,,,"""fixed dependency issues"""
d3-ng2-service,1.1.0,1.0.0,2016-09-13T02:33:04.020Z,2016-08-30T05:16:00.984Z,d3-time-format,2,^2.0.2,2.0.0,2.0.2,https://github.com/tomwanzek/d3-ng2-service/commit/5e277a89d423d7ca48b59beecb37f539f0c56527,"remove operator, lock all dependencies, choose specific version, fix issue","Fix bug, Add new provider(s), Change providers with same prefix on name",,,"""Fixed d3 module dependencies down to minor version. Fixed dependencies on d3 typings down to same minor version."""
node-dota-api,1.0.0,0.2.4,2016-09-15T05:30:39.013Z,2016-06-30T04:16:02.760Z,cheerio,~0.20.0,latest,0.20.0,0.21.0,https://github.com/ammuench/node-dota-api/commit/56f50f1407be66e7ebffb473edc952be6f2355fa,"from latest to ~, all dependencies","Add new feature, Specify provider to downgrade",,,"""Update to opendota since yasp is being phased out. Add gameLength and gameType to matches objects. Add daysSinceLastMatch value. Expand status codes. Add total games played value to winLoss object. Lock version in package.json"", ""Locked dependency versions for stability"""
werkzeug,0.0.9,0.0.8,2016-12-23T09:45:20.865Z,2016-12-22T18:24:22.697Z,node-sass,3.11.2,^3.11.2,3.11.2,3.13.1,https://github.com/jarends/werkzeug/commit/b109711ac355c5bee50272a1f9a01d9b503e9385,"remove operator, lock all dependencies, choose specific version for one dependency",No specific factor,,,"""typescript updated, package.json set to concrete versions"""
node-nmconfig,0.4.0,0.3.0,2016-03-02T07:14:01.076Z,2016-02-21T12:41:12.722Z,app-root-path,1.0.0,^1.0.0,1.0.0,1.2.0,https://github.com/namshi/node-nmconfig/commit/fe475b6bdde4e632580fd1ef341e544732424bb1,"remove operator, lock all dependencies, choose specific version for one dependency","Remove/modify feature, Specify provider to downgrade",,,"""Bunping to reconfig 2.0.0 and updating other libs"""
t,1.0.1,1.0.0,2015-12-06T13:56:27.896Z,2015-12-06T10:20:21.050Z,karma-sinon-chai,0.3.0,^0.3.0,0.3.0,0.3.2,https://github.com/fxos-components/fxos-toast/commit/38d79d7375561c4c8f607e85f928097e8c289a6a,"ensure compatibility, remove operator, choose specific providers","Remove some provider(s), Fix incompatibility",,,"""Added fxos-theme as a direct dependency to ensure compatibility"""
simple-xdm,0.7.0,0.6.5,2016-11-02T17:15:48.431Z,2016-09-28T01:29:28.848Z,webpack,1.13.1,^1.13.1,1.13.1,1.13.2,https://bitbucket.org/atlassian/simple-xdm/commits/98a4fba4b1e19e7738cea5c38d337984e0523771,"remove operator, choose specific depedencies",No specific factor,,,"“a"""
janus-videoroom-client,2.0.2,2.0.1,2016-11-21T14:15:15.549Z,2016-11-09T11:53:55.491Z,bluebird,3.4.1,^3.4.1,3.4.1,3.4.6,https://github.com/sipwise/janus-client/commit/1d917f672b6cbd005363e90b08b1471b7b37ab9d,"remove operator, lock all dependencies",No specific factor,,,"""Lock npm deps"""
depurar,0.2.2,0.2.1,2016-05-25T07:41:32.446Z,2016-05-25T07:39:54.169Z,mocha,2.3.2,^2.3.2,2.3.2,2.5.2,https://github.com/kvz/node-depurar/commit/fb7c893df8b988d6a0d5908fb1a883fa1c9107cb,"remove operator, lock all dependencies",No specific factor,,,"""Pin dependencies"""
eslint-config-runnables,1.0.3,1.0.2,2016-12-22T12:55:58.912Z,2016-12-15T13:04:29.466Z,eslint,3.10.2,^3.10.2,3.10.2,3.12.2,https://github.com/runnables/eslint-config-runnables/commit/aa254d161b18d30b3cb026a6d4329d4f24cb3246,"remove operator, lock all dependencies",No specific factor,,,"""v1.0.3"""
raappid,0.3.2,0.3.1,2016-02-15T02:57:33.623Z,2016-02-14T23:06:39.617Z,which,1.2.0,^1.2.0,1.2.0,1.2.4,https://github.com/coolchem/raappid/commit/68980ccb71410b69c43517fda4c85666ae3425e2,"remove operator, lock all dependencies",Change providers with same prefix on name,,,"""removing shrinkwrap and rappids automatic shrinkwrap"""
generator-speedseed,0.26.0,0.25.1,2017-03-06T01:09:27.931Z,2017-03-04T19:50:16.771Z,eslint,3.10.2,^3.10.2,3.10.2,3.17.0,https://github.com/ifedu/generator-speedseed/commit/2297ca7eb52f4397168f0dc43fdf806696991a66,"remove operator, lock all dependencies",Fix unspecified issue,,,"""Fix: task watch with *.css”, ""Fix: Routes with routers”"
connect-js-viz,0.0.113,0.0.108,2015-04-21T03:23:04.888Z,2015-04-16T23:05:44.271Z,sinon,1.12.2,^1.12.2,1.12.2,1.14.1,https://github.com/getconnect/connect-js/commit/d58a4fc9e0b1bea7006e169930040f759d95d2e7,"remove operator, lock all dependencies",Change providers with same prefix on name,,,"""Use specific versions of dependencies"""
bmoor,0.3.15,0.3.12,2016-10-11T00:24:03.226Z,2016-06-28T00:49:17.991Z,karma-phantomjs-launcher,1.0.0,^1.0.0,1.0.0,1.0.1,https://github.com/b-heilman/bmoor/commit/b40ba13af1cd664e6e521a4277d91528fc4aac0a,"remove operator, lock all dependencies","Add new feature, Change providers with same prefix on name",,,"""adding implode/explode"""
augur-abi,0.4.1,0.4.0,2016-06-28T07:29:44.482Z,2016-06-27T04:54:32.960Z,bignumber.js,2.0.7,^2.0.7,2.0.7,2.3.0,https://github.com/AugurProject/speedomatic/commit/a5d80de746f50f16d8acbeed607c177fb3d4a37a,"remove operator, lock all dependencies",No specific factor,,,"""Shrinkwrap dependencies"""
ng2-ue-utils,1.7.0,1.6.8,2016-09-22T17:38:15.885Z,2016-09-07T22:45:47.829Z,jasmine-core,2.4.1,^2.4.1,2.4.1,2.5.1,https://github.com/gabyvs/ng2-ue-utils/commit/259cf0c1bb1b606145fedd4e7349b4a24a746017,"remove operator, lock all dependencies",Change providers with same prefix on name,,,"""Remove semver carets from package.json"""
iapyang-vue-template,0.1.0,0.0.6,2017-05-03T03:59:43.974Z,2017-05-03T02:07:26.928Z,vue,2.3.1,^2.3.1,2.3.1,2.3.2,https://github.com/iapYang/iapyang-vue-template/commit/3de47a7a7400fc5282702a7f6930dcf4a5c497dd,"remove operator, lock all dependencies",Change providers with same prefix on name,,,"""update package"""
node-etcd,5.0.1,5.0.0,2016-06-08T23:41:42.695Z,2015-12-27T22:33:28.960Z,nock,2.17.0,^2.17.0,2.17.0,2.18.2,https://github.com/stianeikeland/node-etcd/commit/25367bdfa8d73208e5fdd2b254f9f492e2502b5c,"remove operator, lock all dependencies",Fix build,"Breaking change, Build-time breaking change",,"""Some external dep have broken the build :( Try to force all deps to specific version"""
private-static-website,1.2.0,1.1.0,2016-12-29T20:40:00.926Z,2015-01-25T04:49:24.287Z,just-login-debouncer,1.3.0,^1.3.0,1.3.0,1.3.1,https://github.com/TehShrike/private-static-website/commit/9aa00f124b6a33794bf70b46962c80c9811490be,"remove operator, lock all dependencies","Add new test, Specify provider to downgrade",,,"""Drop https from the tests, switch from st to ecstatic, modernify"""
co-selectable-items,0.3.5,0.3.4,2016-02-18T10:42:24.303Z,2015-12-23T15:13:13.369Z,ghooks,1.0.0,^1.0.0,1.0.0,1.0.1,https://github.com/calleboketoft/ng2-selectable-items/commit/3d0bf239aa4548fe25973980754b8d291da71bda,"remove operator, lock all dependencies","Change configuration, Specify provider to downgrade",,,"""use gulp for typescript watch"""
bumble-test,0.1.6,0.1.5,2016-10-20T16:08:23.736Z,2016-02-15T21:34:22.642Z,fs-extra,0.26.3,^0.26.3,0.26.3,0.26.5,https://github.com/littlebee/bumble-test/commit/739763078b5ff0b6c47d90960ce24260b35ad98c,"remove operator, lock all dependencies",Fix broken test,,,"""fix versions of things in package.json to original known working versions (trying to get react datum tests working again)"""
bumble-docs,0.4.7,0.4.6,2016-10-20T16:23:52.806Z,2016-04-18T13:51:46.778Z,babel-preset-react,6.3.13,^6.3.13,6.3.13,6.5.0,https://github.com/littlebee/bumble-docs/commit/7f63b5ead171ff0c5d19afbb4ca85668d99c1a41,"remove operator, lock all dependencies",No specific factor,,,"""locking down npm versions to known working"""
wp2md.js,1.1.0,1.0.1,2017-05-31T12:25:14.563Z,2017-05-31T02:12:17.059Z,fs-extra,0.26.5,^0.26.5,0.26.5,0.26.7,https://github.com/soulteary/wp2md/commit/e9a36817cd45df82a238543269f0a5701f9f0dcd,"remove operator, lock all dependencies",Refactor code,,,"""improve"""
parse-server,2.2.14,2.2.13,2016-06-25T19:39:29.539Z,2016-06-12T20:04:09.384Z,babel-runtime,6.6.1,^6.5.0,6.6.1,6.9.2,"https://github.com/parse-community/parse-server/commit/ae0ba7b5a963763241bf17f6ff2c86f7ec3f05bc, https://github.com/parse-community/parse-server/issues/2040","remove operator, lock all dependencies, choose specific versions","Refactor code, Prevent error",Error prevention,,"""Pin all package versions"", ""We should consider pinning all dependencies to prevent issues like this in the future."""
coeux,1.3.0,1.2.0,2017-02-10T08:22:49.286Z,2016-12-31T15:20:46.795Z,expect,1.20.1,^1.20.1,1.20.1,1.20.2,https://github.com/ChieveiT/coeux/commit/8611531bd09e4c9a10470239aa97e604235ea1f6,"avoid errors from dependencies, remove operator, lock all dependencies",Prevent error,Error prevention,,"""update deps to exactly version to avoid messy version errors from deps"""
multiple-date-picker-a2,2.4.17,2.4.16,2017-02-13T23:50:21.073Z,2017-02-13T20:55:40.088Z,ts-loader,^1.0.0,^2.0.0,1.3.3,2.0.0,https://github.com/xtianus79/multiple-date-picker-angular/commit/37f0b6e5be8de5b85fe0189b71492f641957c929,"delete dependencies while downgrading, downgrade a batch of dependencies once, choose specific range","Remove some provider(s), Fix bug, Change configuration",,,"""hot fix"""
jss-preset-default,1.2.1,1.2.0,2017-01-05T15:48:57.180Z,2016-12-31T16:39:27.152Z,eslint-plugin-jsx-a11y,^2.2.3,^3.0.1,2.2.3,3.0.2,https://github.com/cssinjs/jss-preset-default/commit/b0dc4aed645d4b7e621204649b167b469d4da9db,"breaking change, fix the build, choose specific dependency, choose specific range",Fix build,,,"""fix the build"""
patternplate-legacy-defaults,1.2.0,1.1.0,2016-11-11T13:58:33.909Z,2016-09-17T10:00:20.330Z,patternplate-transform-browserify,0.3.5,1.0.0,0.3.5,1.0.0,https://github.com/sinnerschrader/patternplate-legacy-defaults/commit/52352b97a5e42f9967bdffcd37b2a188a1745af1,"lock dependencies, choose specific range",No specific factor,,,"""default to pinned dependency versions"""
totoro,0.2.2,0.2.1,2013-06-07T09:03:01.092Z,2013-06-01T06:41:11.690Z,totoro-log,0.1.1,~0.1.1,0.1.1,0.1.2,https://github.com/totorojs/totoro/commit/1b0114563c2ae58c63d4efa633a26a2fe4731a07,"fix, remove operator, lock all dependencies",Fix unspecified issue,,,"""fix module version"""
react-fullpage,0.1.15,0.1.14,2016-11-30T15:26:57.691Z,2016-11-29T18:41:13.290Z,webpack-dev-server,1.12.0,^1.12.0,1.12.0,1.16.2,"https://github.com/subtirelumihail/react-fullpage/commit/e434df264d03042d8b69a71ac59e32f103899458, https://github.com/subtirelumihail/react-fullpage/pull/24","fix, remove operator, lock all dependencies","Change providers with same prefix on name, Fix bug",,,"""Fixed Issue#23 - no active link in navigation"""
telepat-api,0.2.0,0.1.5,2015-07-20T10:37:02.776Z,2015-07-06T12:57:04.175Z,jsonwebtoken,5.0.1,^5.0.1,5.0.1,5.0.2,https://github.com/telepat-io/telepat-api/commit/c3e76b8792e5035af3ef1012a5bbccdea6f02637,"fix, remove operator, lock all dependencies",Fix bug,,,"""State bucket removed in favor of redis. Fixes to the subscribe method for channels with filters"""
pellet,0.0.46,0.0.45,2015-01-22T23:01:00.937Z,2015-01-22T21:50:57.826Z,webpack,1.4.15,^1.5.3,1.4.15,1.5.3,https://github.com/Rebelizer/pellet/commit/2f1cc8236822069872bfe972c4239b5eeb9da73c,"fix, choose specific dependency, choose specific version","Recover from breaking change, Specify provider to downgrade","Incompatibilities, Other providers",,"""lock down the webpack version because aws is having problems"""
cozy-calendar,1.0.40,1.0.39,2016-06-30T09:05:32.065Z,2016-05-12T14:26:41.627Z,pug-runtime,2.0.0,^2.0.0,2.0.0,2.0.1,https://github.com/cozy/cozy-calendar/commit/db812f664eb2dc89b45774a6a2831b5a3df5b892,"fix, choose specific dependency, choose specific version","Fix bug, Change configuration",,,"""Fix realtime event sharing"""
csync,1.0.1,1.0.0,2017-01-25T23:40:27.420Z,2017-01-25T22:38:12.828Z,ws,0.7.2,^1.1.1,0.7.2,1.1.1,https://github.com/csync/csync-js/commit/1913e989c716c6b7b73fd59ae24a59192023cd12,"fix, choose specific dependency, choose specific version",Specify provider to downgrade,,,"""fixing ws version"""
abe-cli,1.3.4,1.3.3,2016-05-19T11:37:11.833Z,2016-05-19T09:00:42.037Z,node-sass,~3.5.0,^3.4.2,3.5.3,3.7.0,https://github.com/AdFabConnect/abejs/commit/9c5fb31a3751284aee1981ec5dac1e4220229608,"fix, choose specific provider, choose specific range","Fix unspecified issue, Specify provider to downgrade",,,"""fix node-sass"""
hbook,1.2.11,1.2.10,2016-11-13T08:58:22.284Z,2016-11-13T08:42:49.243Z,gitbook-plugin-search,1.1.0,2.2.1,1.1.0,2.2.1,https://github.com/simonguo/hbook/commit/97a0b22fd0c9cbaa4c8289875b9041f655dba302,"two downgrades in the same release, choose specific dependency, choose specific version",Add new feature,,,"""Support Chinese Search"""
huge-table,6.11.1,6.11.0,2017-04-10T19:59:06.447Z,2017-04-10T19:25:04.729Z,react-dom,^0.14.7,^15.4.2,0.14.8,15.5.3,https://github.com/import-io/huge-table/commit/eab8aec227618660210db98fcc9b0658c37bc706,"revert previous upgrade, choose specific dependency, choose specific range",Specify provider to downgrade,,,"""reverting react 14"""
generator-snaphy,2.0.0,0.0.0,2017-05-30T09:45:15.063Z,2015-11-28T20:24:56.929Z,yosay,1.0.2,^1.0.2,1.0.2,1.1.0,https://github.com/snaphy/generator-snaphy/commit/090e0ea0c040260300129779cc3ccaa2cec19bc0,"fix, remove operator, lock all dependencies, keep devdependencies unlocked",Fix unspecified issue,,,"""fixing syntax"""
vue-clipboards,0.2.5,0.2.4,2017-01-09T17:47:21.852Z,2016-12-15T02:04:17.913Z,eslint-config-standard,^5.1.0,^6.2.1,5.3.5,6.2.1,https://github.com/zhuowenli/vue-clipboards/commit/8b820132d39b3fa59b13c2f3128eb7dad8531e38,"fix build, choose specific providers, change providers with same prefix on name, upgrade while downgrade, choose specific ranges",Fix build,,,"""fixed build error"""
coveo-search-ui,1.2537.10,1.2537.7,2017-05-03T17:43:20.434Z,2017-04-21T13:22:39.091Z,typescript,2.2.x,^2.1.5,2.2.2,2.3.0,https://github.com/coveo/search-ui/commit/d030a23efe88e3b5b3eeb7a29c874a87f014213a,fix build,"Fix incompatibility, Fix build",,,"""Fix build for TS 2.3”"
minibase-assert,1.0.2,1.0.1,2016-11-17T06:18:05.270Z,2016-11-09T00:27:12.208Z,cz-conventional-changelog,1.1.5,^1.2.0,1.1.5,1.2.0,https://github.com/node-minibase/minibase-assert/commit/f98fd9ba01d8c67c735d27d47f955dfabc9dc74f,"node support (0.10), choose specific dependencies, choose specific version for one provider, choose specific range for other providers",Fix incompatibility,"Incompatibilities, Node version",,"""update deps, lock some of them for 0.10 support"""
vue-detached-scrollbar,0.1.0-beta.1,0.1.0-alpha.9,2017-02-14T20:59:05.816Z,2017-02-13T23:37:41.584Z,css-loader,^0.23.1,^0.26.1,0.23.1,0.26.1,https://github.com/ozangulle/vue-detached-scrollbar/commit/d5fb28671600af7d046c49d98b996e862cde1a4b,"downgrade batch of providers, remove batch of providers while downgrading, choose specific range","Remove some provider(s), Specify provider to downgrade",,,"""Babel, webpack and Readme changes"""
react-widget,1.3.1,1.3.0,2016-01-29T10:01:07.740Z,2016-01-29T07:25:09.525Z,react-addons-pure-render-mixin,0.14.3,latest,0.14.3,0.14.7,"https://github.com/q13/react-widget/commit/08af109f515485e1d24a10a5649b15a8174e887d, https://github.com/q13/react-widget/pull/17","fix bug, choose specific providers, choose specific version, change providers with same prefix on name","Fix bug, Change providers with same prefix on name",,,"""small bug fix for Modal component"""
vizabi,0.13.12-1,0.13.11-2,2016-06-07T23:05:59.836Z,2016-05-27T10:00:19.198Z,rollup,0.22.0,0.26.3,0.22.0,0.26.3,https://github.com/vizabi/vizabi/commit/200e913a81df4bb5cdb56da658954fc1dd066732,"breaking change, choose specific provider, choose specific version, fix bug","Fix bug, Specify provider to downgrade","Breaking change, Run-time breaking change",,"""Downgrade Rollup because of the broken source maps that we haven't seen in a while"""
angular2-datatable-serverpagination-old,1.1.0,1.0.2,2017-01-14T13:08:09.434Z,2017-01-14T12:23:47.012Z,karma-jasmine,^0.3.8,^1.0.2,0.3.8,1.1.0,https://github.com/VojtenkoRN/angular2-datatable-serverpagination-old/commit/202ffb9dc9141b6dd07a849e960a92239e3a1237,"downgrade batch of providers with same prefix on name, change batch of providers once, remove providers while downgrading, choose specific providers, choose specific range","Fix bug, Change providers with same prefix on name, Specify provider to downgrade",,,"""Downgrade ServerPagination"""
react-visibility-sensor,3.8.0,3.7.0,2017-04-05T01:06:42.550Z,2017-03-01T22:29:47.588Z,browserify,^5.11.2,^14.0.0,5.13.1,14.1.0,https://github.com/joshwnj/react-visibility-sensor/commit/f68a2828f5654fdb49b9828e486006c429d6c6a5,"downgrade batch of providers with same prefix on name, change batch of providers once, remove providers while downgrading, choose specific providers, choose specific range, add feature while downgrading","Remove some provider(s), Change providers with same prefix on name, Add new feature, Remove/modify feature",,,"""Improving offset and adding resize listener"""
phenogrid,1.3.5,1.3.4,2016-07-15T00:42:08.196Z,2016-06-07T15:15:07.434Z,gulp-uglify,1.2.0,^1.2.0,1.2.0,1.5.3,"https://github.com/monarch-initiative/phenogrid/commit/2047ed83afb5f747204b55c28f1ef04eb12200a6, https://github.com/monarch-initiative/phenogrid/issues/249","remove operator, lock all dependencies, add feature while downgrading, feature requested on issue, fix issue",Add new feature,,,"""Add options menu to top left"""
npm-registry-client,7.4.4,7.4.3,2016-12-09T00:00:27.556Z,2016-12-07T01:25:37.508Z,standard,~8.5.0,^8.0.0,8.5.0,8.6.0,"https://github.com/npm/npm-registry-client/commit/2244b9e4544d46577316bab777895aba266f7729, https://github.com/npm/npm-registry-client/pull/148","fix issue, choose specific provider, choose specific version",Specify provider to downgrade,"Breaking change, Run-time breaking change",,"""Lock standard while we update our sources"", ""Without this patch, if an error is received on the request object AFTER response has been emitted then we retry the request without notifying the response that it failed. This makes it so that the error is passed along to the response object and leaves any further retries as the responsibility of the caller."""
react-awesome-form-validator,1.3.3,1.3.2,2017-02-28T19:16:18.498Z,2017-02-23T20:52:07.157Z,eslint-plugin-react,6.4.1,^6.4.1,6.4.1,6.10.0,https://github.com/daruj/react-awesome-form-validator/commit/3d1d728726a7c8e0491e142f4f3aa7954b4dff20,"remove operator, lock all dependencies, remove dependencies while downgrade",Refactor code,,,"""removed unnecessary packages, removed dist folder, ignored dist folder"""
duniter,0.31.0-a4,0.31.0-a2,2016-08-31T14:58:41.162Z,2016-08-29T20:10:43.260Z,request-promise,0.4.2,4.1.1,0.4.2,4.1.1,https://git.duniter.org/nodes/typescript/duniter/commit/a8595ca3460e2dfb9d8e2f90ec2edb37b1f27c27,"choose specific providers, change batch of providers once, choose specific version",No specific factor,,,"""Merge branch 'dev' into 0.40"""
slim-validation,0.4.1,0.4.0,2015-09-28T11:18:08.117Z,2015-09-28T09:07:14.495Z,grunt-contrib-jshint,0.11.2,^0.11.2,0.11.2,0.11.3,https://github.com/andreiduca/slim-validation/commit/fb19120fc6634b8e958f4ff6bb579d0d2f040637,"choose providers with same prefix on name, lock all dependencies, remove operator, add dependencies while downgrading","Remove/modify feature, Specify provider to downgrade, Add new feature",,,"""code coverage with istanbul"""
aws-sdk,2.3.11,2.3.10,2016-05-12T21:29:49.389Z,2016-05-10T20:56:10.837Z,cucumber,0.5.x,*,0.5.3,0.10.2,https://github.com/aws/aws-sdk-js/commit/1fb77a6de27a971bf148a8b4669a777b97da65a1,"choose specific providers, choose specific range, mention one provider but downgrade two",Specify provider to downgrade,,,"""Updates browserify dependency"""
react-string-replace,0.3.4,0.3.3,2016-10-11T21:26:31.313Z,2016-10-11T20:08:58.730Z,eslint-plugin-import,1.16.0,^2.0.1,1.16.0,2.0.1,https://github.com/iansinnott/react-string-replace/commit/3668740fb676e777fe5e1f8b0c02fdc4b775b7a5,"choose specific providers, change two providers once, choose specific range, fix build, couple with npm version","Fix build, Fix incompatibility","Incompatibilities, Node version , Breaking change, Build-time breaking change",,"""Fix dependency issues causing build errors with npm v2"""
